n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
4158921700.0,32114318.0,992039800.0,-18.80144,1489756000.0,30.621204,103189910.0,-8.607194,2133836000.0,756364540.0,17.511946,1087619200.0,2025085700.0,7.71407,7.6148224,7.520802,143.01993,51.307434,-16906484.0,-8.309768,4486058500.0,2204.959,406510800.0,199.8056,-139642640.0,-68.63626,131172680.0,64.47317,-46904024.0,-23.053968,-203453140.0,-156.92169,195715500.0,4255622100.0,4077222400.0,27.16695,3552336100.0,3552336100.0,27.394037,67818310.0,405131550.0,-959570.5,180496480.0,218338000.0,20147474.0,24526370.0,26.41553,11.34683,10.692679,173602320.0,10.462248
1119018800.0,141908750.0,200661400.0,82.03628,102597700.0,36.873455,86791200.0,10.511886,316229630.0,48532104.0,114.47997,4759055.5,802789060.0,52.007168,69.4234,138.91502,209.41316,28.259548,29100198.0,33.517906,267450340.0,308.05203,71524340.0,82.38246,-85852240.0,-98.88549,102286460.0,117.81459,143547420.0,165.33939,86819860.0,54.229046,21738600.0,242838740.0,231609700.0,37.019268,167273090.0,167273090.0,37.220036,16791568.0,36815190.0,5395333.0,23759198.0,24801884.0,3056741.0,1961261.0,37.404766,106.45353,99.968834,19422464.0,106.81492
54823895000.0,5919649300.0,27325140000.0,72.74339,3095184000.0,21.36069,12619375000.0,28.838814,25440770000.0,1692635500.0,17.192469,1218840800.0,29383127000.0,55.97431,43.874996,32.044678,222.03638,46.404526,1603189400.0,14.001095,23928898000.0,208.97766,633201860.0,5.5299263,-1986308000.0,-17.346975,1567436900.0,13.688859,11833576000.0,103.34588,11450457000.0,96.58315,3340403700.0,21642324000.0,17751790000.0,18.971424,15171531000.0,15171531000.0,17.179344,557972540.0,1035990900.0,721853000.0,3957494300.0,3987576300.0,650817100.0,204219360.0,19.790392,22.989737,21.172478,1815181000.0,21.022495
54088276.0,3728955.0,24015288.0,-10.230156,12371387.0,34.540382,3118440.2,-23.13902,36806464.0,9751978.0,25.220993,4321060.0,17281812.0,29.062826,17.918777,13.324361,125.79889,68.04888,634446.0,23.182224,68626104.0,2507.551,6815927.5,249.04933,-3371224.0,-123.18223,3371224.0,123.18223,188411150.0,12.808254,-2736778.0,19.78495,2603637.5,141970530.0,137756600.0,-19.614775,126243380.0,126243380.0,-20.800533,5547948.5,5705339.0,-577245.94,4202467.5,4798188.0,906608.44,325097.97,-16.971462,1207.4081,1981.845,2029249.0,587.49304
2106900600.0,1216824800.0,234367100.0,26.22822,66547940.0,-28.961014,243460850.0,37.61289,1277750800.0,186802340.0,2.75907,143028780.0,829149760.0,11.725823,24.143435,33.792927,60.95543,60.645996,322320060.0,661.8786,1254296000.0,2575.675,89137050.0,183.04137,-289087460.0,-593.636,285929950.0,587.1521,15465197.0,31.75751,48697764.0,-55.28212,51887364.0,1250666000.0,1142948100.0,61.512302,969881540.0,969881540.0,62.33623,35902020.0,107083816.0,24942692.0,110252820.0,109447496.0,28693398.0,5138028.0,74.54115,756.1836,1504.4048,52528716.0,8341.336
4479009000.0,1736781400.0,559335000.0,-2.0376766,184646140.0,31.164711,370732320.0,28.81457,2696075000.0,296404800.0,72.054405,28808498.0,1782933600.0,3.192951,17.154356,28.61885,72.25406,60.193565,203948060.0,1752.9584,2634731800.0,22645.838,134707630.0,1157.8284,-626454000.0,-5384.448,636516900.0,5470.9395,391191550.0,3362.3386,-11634508.0,-107.68929,42791204.0,2304504300.0,2262013000.0,30.03772,2037004800.0,2037004800.0,36.899696,52976476.0,109653200.0,60339944.0,76857460.0,85170090.0,11335955.0,2038490.0,24.020151,-42.25128,-43.34115,31653046.0,-52.63894
956811460.0,4735529.0,35918070.0,18.5894,518447.78,288.55307,227828880.0,-55.109814,471499940.0,98650160.0,309.06635,2769754.8,485311520.0,-6.7224607,0.23071986,8.703829,70.005684,49.27825,-45038644.0,-799.93146,49420956.0,877.76575,6551587.0,116.362755,-13659.0,-0.24259754,13659.0,0.24259754,50682616.0,900.1741,5630312.5,107.88498,-33996424.0,163473200.0,198376640.0,331.42154,124648820.0,124648820.0,1727.4745,1575906.1,17990574.0,19921228.0,-34903440.0,-34901460.0,74675.2,9337796.0,794.4525,-29.749846,-29.128956,-33996070.0,-29.04556
859255300.0,209575870.0,63072040.0,0.4389469,27102926.0,37.78179,54041068.0,9.402934,447033340.0,37283020.0,2.7657385,13005368.0,412221920.0,2.225099,6.7789454,11.353138,144.50084,52.025673,16901222.0,6131.5654,174126030.0,63170.887,45273444.0,16424.676,-36750892.0,-13332.793,36810892.0,13354.561,24752344.0,8979.86,275642.84,-93.9042,6829586.0,163826200.0,167872960.0,-0.08174217,95624584.0,95624584.0,-15.852061,31319192.0,33654200.0,5935913.5,-369886.94,10800447.0,1762005.2,1339074.4,0.4812407,-101.95162,111.3583,-4340748.0,60.69625
843849400.0,515840030.0,1745696.6,-22.721094,20728410.0,-69.381805,19829122.0,-36.614605,1827868400.0,79539440.0,-13.146906,14790986.0,-984018940.0,-2090.5054,-46.331783,21.209549,13.22777,216.61073,-234571.45,-45.70231,18092474.0,3525.0146,10237705.0,1994.6448,-191945.28,-37.397312,240945.28,46.94414,-86742.8,-16.900377,-513259.53,-25.422342,-692310000.0,20934946.0,486776770.0,123.44383,31328152.0,31328152.0,-47.958622,1269689.8,70984620.0,127145260.0,-465841820.0,-699737500.0,171396.06,134332.25,-57.662624,-149.66618,-224.00412,-458414370.0,-177.70453
1226331600.0,396529500.0,330758400.0,47.748158,80327810.0,16.27432,108245420.0,1.5507605,828580300.0,152966140.0,-10.732026,54898270.0,397751420.0,-0.09434433,3.619228,6.0210013,87.845375,67.56576,88574650.0,82.86365,733089700.0,685.8225,36773972.0,34.40291,-31670506.0,-29.628494,36760504.0,34.39031,50259084.0,47.018543,106892050.0,517.2669,11320025.0,643724500.0,630763140.0,13.464262,523937950.0,523937950.0,8.19066,28089520.0,24298312.0,40409596.0,8182649.5,17744366.0,5138213.0,2981240.8,13.345758,-56.53714,25.588972,8209999.0,-6.8417807
9038842000.0,1095298200.0,1100373000.0,29.80358,376764500.0,31.48505,1205199400.0,88.218994,5066960000.0,604905600.0,78.250565,775380350.0,3971881500.0,138.12628,94.53783,70.126816,106.43599,56.05763,260451120.0,103.08715,15809980000.0,6257.626,265451900.0,105.06647,-182789760.0,-72.3486,261465860.0,103.488785,174866130.0,69.21241,252651400.0,26.250614,144790530.0,13056578000.0,12859056000.0,86.520515,12338412000.0,12338412000.0,88.40712,175695090.0,210850780.0,43376696.0,206920220.0,231997620.0,73478780.0,41857324.0,85.67653,48.643154,96.26343,117496490.0,57.261852
30313900.0,6201500.0,3544000.0,293.98135,1805000.0,1086.1812,16270300.0,321.82672,17976900.0,1332900.0,159.88641,14409300.0,12336900.0,51.306015,24.89703,28.90421,131.45314,59.302498,1192500.0,37.223747,21143400.0,659.9888,7197100.0,224.65663,5706500.0,178.12773,121100.0,3.7801223,-3695400.0,-115.35148,3203600.0,1005.3345,1554100.0,13766400.0,14375500.0,22.86157,2637200.0,2637200.0,82.261,114500.0,10137100.0,80100.0,-581400.0,1834500.0,280400.0,397800.0,45.40996,-14.190239,-17.463886,1530600.0,5462.9116
2225936600.0,59452372.0,320485100.0,-24.254984,887349300.0,45.971657,141770510.0,-5.933412,1663393400.0,720267460.0,23.137014,127766376.0,562543200.0,5.533058,32.365,44.817154,115.4866,74.7278,-147939540.0,-161.62901,991314500.0,1083.0449,86727530.0,94.75279,-394356400.0,-430.84784,392639800.0,428.9724,450937500.0,492.66464,-91530320.0,-813.2579,93507070.0,1206420100.0,1191940400.0,12.065459,1000768800.0,1000768800.0,8.247784,42840350.0,96483740.0,7531886.5,6567566.5,103484744.0,9314042.0,12010469.0,10.148223,-82.574455,115.95388,981.94,-99.99242
5304587300.0,180228480.0,1077025800.0,-3.946922,622671200.0,32.6384,701630850.0,68.03456,3425059000.0,316680900.0,47.827236,977073300.0,1879528100.0,0.45470953,23.928427,41.767452,128.83418,64.56787,43318704.0,96.907455,20796236000.0,46522.867,98363860.0,220.04793,35749884.0,79.97539,12574348.0,28.129837,-123760450.0,-276.86215,-44701108.0,-127.27009,154795970.0,19572990000.0,19373117000.0,67.53545,18709053000.0,18709053000.0,69.11269,309532600.0,244780160.0,64992910.0,246515680.0,248486610.0,104041860.0,44758460.0,66.51606,-21.3919,-26.000372,152363630.0,-30.542398
4834319400.0,309461500.0,296284320.0,237.07825,383884670.0,212.01794,105354376.0,-6.066331,377892600.0,172449310.0,56.18443,20311494.0,4456426500.0,312.66156,262.44736,48.84924,344.0667,7.8168736,306135680.0,153.04723,1679966500.0,839.8701,120397624.0,60.1907,-310428640.0,-155.1934,99236990.0,49.611813,203114660.0,101.54365,200026940.0,530.697,250479920.0,1438586000.0,1236887300.0,49.69138,1046447700.0,1046447700.0,53.654358,63107944.0,109388070.0,-1418533.8,239086200.0,266048640.0,14388240.0,12681364.0,60.7034,145.21112,191.93964,327882050.0,297.77258
1019509000.0,356165380.0,68001290.0,119.02577,143427860.0,1086.1812,187449710.0,-0.3843563,498612200.0,103957944.0,-13.109308,566196100.0,520896800.0,8.138436,30.883999,65.27855,104.44096,48.907093,14674918.0,39.711174,2048188700.0,5542.5166,34699700.0,93.89939,-136193460.0,-368.54736,64301010.0,174.00224,158472660.0,428.83618,36954124.0,191.30115,68922640.0,1697430500.0,1623142000.0,16.799814,1539068000.0,1539068000.0,17.483683,41380610.0,28679588.0,8689445.0,81578600.0,81085460.0,12162819.0,5324370.0,16.19874,9.103035,0.65944237,69488600.0,11.018353
986024600.0,39000000.0,151666700.0,80.59364,214149020.0,27.213474,185287140.0,27.090551,410416000.0,115418904.0,-0.051274426,34165584.0,575608500.0,84.71028,23.38982,-15.809612,183.02455,41.623306,-94829820.0,-140.10588,578501800.0,854.7048,25488268.0,37.65752,-4218245.0,-6.2322264,4402582.5,6.504575,166732460.0,246.3381,67684400.0,413.85507,10617649.0,519410460.0,530009630.0,17.717432,446577920.0,446577920.0,18.41684,22004816.0,32212472.0,7851948.0,-10415534.0,26958246.0,4002550.2,2031116.2,11.112073,-162.09726,70.25074,-21311660.0,-629.83704
293091260.0,37015388.0,55497132.0,1382.6951,37571324.0,-17.986607,32677878.0,-45.07047,311982200.0,43511990.0,2.8056993,11384255.0,-18890946.0,-34.699326,-1.8166647,-0.17808552,67.313576,106.44541,52149970.0,100.764824,98671464.0,190.65424,9319733.0,18.007706,20201252.0,39.03311,811127.44,1.5672705,-20597078.0,-39.79793,51754144.0,385.00717,10429422.0,92567224.0,136299440.0,-4.137459,96339070.0,96339070.0,-3.294906,5436932.5,15632637.0,17423800.0,-330605.16,-1905984.1,2960432.8,1466993.4,-13.448588,99.30561,124.47758,-536177.1,98.795944
152516560.0,39804812.0,62240268.0,943.13776,10909576.0,224.98196,14638548.0,19.813568,667281300.0,64043240.0,38.161762,4374055.5,-514764740.0,1.250628,45.859276,6.487411,24.33987,437.514,56247984.0,99.95444,58388148.0,103.757576,14496135.0,25.760086,107825.99,0.19161017,33935.0,0.060303558,-82184.07,-0.14604367,56273628.0,1447.5999,8326767.5,66063080.0,123028190.0,16.813938,59187020.0,59187020.0,51.843903,5490879.5,40063972.0,17699498.0,-59507220.0,1764640.6,114187890.0,586818.0,116.1598,88.5023,100.48039,-55786360.0,22.881266
2287977500.0,1447550000.0,45033596.0,-39.261627,124538040.0,-44.206413,158559540.0,20.33355,1528602200.0,148525170.0,61.247818,35618756.0,759375360.0,1.5117185,2.850592,3.5289314,90.92056,66.81019,151457460.0,520.29407,878124600.0,3016.5767,42197730.0,144.9597,-80500860.0,-276.5405,81026620.0,278.34665,-100122810.0,-343.94678,-29109972.0,-424.29364,17897670.0,927098240.0,905439740.0,32.331604,766196600.0,766196600.0,31.882648,29553592.0,32390520.0,72066390.0,23362982.0,22376784.0,4481120.5,5232639.5,33.135925,61.86369,9.956997,18803096.0,74.60279
1415164700.0,711791740.0,53248124.0,-56.87623,49816092.0,5.3955464,13121064.0,-74.95835,1630988000.0,35437690.0,-85.30443,9423700.0,-215823410.0,-1035.4747,-35.08148,-25.82764,29.682934,115.25076,-126618330.0,-218.96866,734326300.0,1269.9144,80161810.0,138.6286,65660596.0,113.5508,23305836.0,40.30418,3132868.5,5.417857,-57824864.0,-584.17267,-241811860.0,642906600.0,954225800.0,-5.074477,633117440.0,633117440.0,-14.667254,8081336.5,141238660.0,40755036.0,-420028740.0,-317864260.0,114187890.0,135438.16,-5.1787944,-29.968727,-606.8864,-225121140.0,12.579128
1311521300.0,499749250.0,62009020.0,-59.00626,86739416.0,-12.158395,101734650.0,123.87123,546131100.0,124143160.0,51.36635,2406912.5,765390200.0,7.05442,15.549368,28.938183,111.706604,41.641037,23204432.0,25.997736,391594750.0,438.73413,29386672.0,32.924183,-170450900.0,-190.96944,171730900.0,192.40352,57990876.0,64.9717,-89255590.0,-176.51424,43974940.0,417517380.0,358385470.0,62.66987,292770300.0,292770300.0,71.100075,5743778.5,45054110.0,13639561.0,60506756.0,61372824.0,8560925.0,1177738.4,55.0966,17.976921,31.788172,44320396.0,-14.8627615
4684389000.0,2128840700.0,532942370.0,-4.0695996,232616110.0,14.056541,467057820.0,1.8169104,2858094000.0,473751700.0,59.13686,31822406.0,1826295000.0,-3.467181,4.265074,9.889548,106.54389,61.013165,49784580.0,220.20094,1977833700.0,8748.107,97258480.0,430.1816,-195450370.0,-864.4917,459996220.0,2034.598,123666670.0,546.987,-22608704.0,88.172005,10907130.0,2264163000.0,2377161700.0,42.357895,2113440900.0,2113440900.0,65.08478,86677210.0,115537290.0,108198220.0,-23915482.0,11818422.0,2599659.0,2384267.5,82.75841,94.45666,102.43616,-110752936.0,74.412636
1213330400.0,354287100.0,124163304.0,-30.305462,179096260.0,1086.1812,341495870.0,0.9980706,341617400.0,62744890.0,-45.957325,46127280.0,871712960.0,10.339389,-5.9563236,-33.923466,229.35655,28.15535,56809330.0,105.22143,916185540.0,1696.9458,58776560.0,108.865105,55407270.0,102.624565,30262784.0,56.0523,-166205040.0,-307.84262,-53990264.0,-365.9065,111961250.0,807048450.0,723317250.0,3.7277694,490362240.0,490362240.0,6.660947,88405920.0,118979784.0,19231704.0,114391110.0,118278640.0,6203434.5,6337596.5,3.1527243,37.713993,37.088028,76565176.0,8.132974
2307391500.0,466267170.0,256433650.0,-64.676704,133987240.0,15.728004,666428160.0,49.621223,1147692000.0,174786290.0,13.849913,330109800.0,1159699500.0,2.309586,-9.983699,-19.729702,140.67403,49.739803,-339072700.0,-79.42608,685313500.0,160.53123,84439310.0,19.779484,-68683770.0,-16.088827,15288309.0,3.5812094,-19022648.0,-4.45596,-426903520.0,-298.83948,31030640.0,847278140.0,733418240.0,-25.0245,496902000.0,496902000.0,-30.381117,76835100.0,115110400.0,2602878.2,113409360.0,113827850.0,48741516.0,41967804.0,-19.854609,31.301195,48.038906,22955664.0,30.2378
458058400.0,181854180.0,50933784.0,-34.422943,46129400.0,-20.937786,113213170.0,6.0013466,118067640.0,20772640.0,-45.882664,8072249.5,339990750.0,1.3786395,-13.14443,-38.510334,212.11833,25.775675,9521213.0,35.611496,271509950.0,1015.50885,28762534.0,107.57841,25583520.0,95.68817,22018924.0,82.355774,-61835650.0,-231.27936,-26736346.0,-978.07666,6385307.5,246809470.0,279744500.0,-16.342392,233078860.0,233078860.0,-19.920904,9814568.0,19725082.0,6817544.5,-33033058.0,2512440.8,-1746464.6,527411.5,-16.028296,18.38122,112.49222,-29227292.0,28.895548
1125575200.0,465910940.0,355250200.0,16.083292,99460080.0,-10.364124,106193810.0,63.56969,244934180.0,72845160.0,-18.922834,100084936.0,880640960.0,0.22474153,0.25109333,0.3459536,259.17523,21.760801,58552068.0,118.96046,512446000.0,1041.1385,61060204.0,124.05625,-6841607.0,-13.90012,6841607.0,13.90012,-2490688.2,-5.060341,49219772.0,426.40585,1974728.0,462970240.0,470917300.0,14.16527,388963940.0,388963940.0,17.14897,24688382.0,39031200.0,-6537572.0,-7947071.5,2957437.2,982709.25,4150241.5,11.8104315,-603.0551,-30.869848,1935649.2,-26.617992
12936000000.0,3994893000.0,1583756400.0,73.00946,1459550500.0,17.418055,1289852300.0,20.780066,7047974000.0,869863400.0,-6.398496,83737600.0,5888026000.0,38.3491,18.682316,6.0840044,95.996956,54.48341,334235650.0,208.04929,3883493400.0,2417.3306,671274560.0,417.8435,-1381561500.0,-859.9707,936689200.0,583.05426,885230400.0,551.02313,-160652140.0,-7.157749,13950995.0,4154733600.0,4309897700.0,27.666328,3267061200.0,3267061200.0,31.482815,268167570.0,443646800.0,268615650.0,-267938580.0,55873344.0,42514676.0,21993780.0,32.743607,16.995365,112.21554,-259905070.0,14.562539
172281200.0,27048986.0,63435244.0,367.5451,43778588.0,59.666245,29215328.0,0.51275116,65112760.0,5057075.0,22.401138,17301384.0,107168440.0,52.420868,64.53411,89.294334,220.86435,37.794468,41497548.0,83.21559,92236250.0,184.96259,9339958.0,18.729542,-3981124.2,-7.983402,4064733.5,8.151065,12351091.0,24.767809,49867516.0,4323.228,36857570.0,105860290.0,76139110.0,14.150651,43584804.0,43584804.0,26.470566,18960484.0,12820285.0,-90347.95,29721178.0,39451052.0,2593484.0,329332.0,31.981047,120.02395,85.821846,36065964.0,94.367355
12922168000.0,5360047600.0,1523217200.0,3.1498446,9577080.0,-7.5913057,11303418.0,31.452656,4302611000.0,986386370.0,159.66109,2044816.0,8619557000.0,13.748178,12.882327,20.790043,51.542877,33.296356,1517832700.0,32451.98,3169577200.0,67767.055,189316160.0,4047.6692,-1725259400.0,-36886.863,1725485000.0,36891.688,212103890.0,4534.8813,4677165.0,-84.49175,1157043100.0,3155029200.0,1469847000.0,22.618462,1209175200.0,1209175200.0,28.062529,7690825.0,162506910.0,-6442225.0,1684543700.0,1702854100.0,547048450.0,96728530.0,24.107546,25.45152,28.162441,1152257200.0,29.428408
712914900.0,208851260.0,53753140.0,35.576946,117554330.0,43.906483,92642750.0,41.835155,496054400.0,134330930.0,30.964104,110636.94,216860500.0,29.606836,24.812567,22.826303,63.47522,69.581154,52267476.0,454.89062,621907700.0,5412.5435,123878040.0,1078.1266,-155738690.0,-1355.414,91641096.0,797.56433,117072600.0,1018.898,11490120.0,1120.1652,42647880.0,700275650.0,662331800.0,14.009063,537160450.0,537160450.0,10.067524,17478220.0,83298570.0,17300036.0,47654130.0,50672628.0,8477692.0,2712981.0,11.906125,6.3138638,8.310153,40285990.0,65.12889
333772770.0,111491480.0,10806774.0,130.90288,15492662.0,275.29083,150659740.0,-4.315598,313769400.0,22159838.0,-52.83629,10473586.0,20003378.0,-68.862595,-10.249959,1.9893352,69.63713,94.00689,15772203.0,257.44025,111852750.0,1825.7057,3411969.0,55.691532,3540583.2,57.790825,149116.77,2.4339437,-13186011.0,-215.22739,6126549.0,149.83195,-41608212.0,111233730.0,148348910.0,-30.616692,120083000.0,120083000.0,-38.755188,4292254.0,11869923.0,12066699.0,-31990892.0,-54186660.0,114187890.0,37031.13,-22.540953,53.039055,39.10454,-57584676.0,12.018808
3632772000.0,335032200.0,1385815400.0,879.0161,941907200.0,30.87117,173536270.0,6.5354877,986782000.0,490276350.0,25.186811,42816864.0,2645990000.0,251.88081,99.90362,-7.6051044,291.86627,27.163336,-87792400.0,-7.09035,1176897300.0,95.049385,96104330.0,7.7616434,-241757840.0,-19.525011,322061800.0,26.010576,1569223200.0,126.73467,1238195600.0,4975.3906,207069380.0,1224380000.0,1108841600.0,5.9727263,891613800.0,891613800.0,9.995687,122985080.0,99747850.0,-13844523.0,196496900.0,232682620.0,28093360.0,5094912.5,7.603077,1.0841027,4.023639,174743170.0,11.847152
211616130.0,1613947.5,433134.53,-98.58593,444104.84,-86.60041,9067311.0,-84.568115,410578460.0,23504400.0,-13.269166,6175185.5,-198962350.0,72.23507,-39.131588,-61.421135,42.204052,194.02042,-9841447.0,-33.034073,7951359.0,26.689754,2190867.2,7.3539257,-830358.0,-2.7872028,830358.0,2.7872028,-19120000.0,-64.17873,-29791804.0,-703.28467,184682600.0,4103780.5,203076830.0,107.99747,3060932.0,3060932.0,-85.09913,618080.5,9562332.0,12372499.0,-154129800.0,185022290.0,542614.94,24794.48,-87.13724,-248.9435,168.62047,-154469490.0,-258.92145
1005009100.0,302847400.0,76228170.0,-8.013551,75374350.0,136.81985,155447780.0,15.317751,478779620.0,31227062.0,32.076694,20433154.0,526229500.0,2.039136,17.11169,39.810272,76.87991,47.63933,35763636.0,238.11833,520008670.0,3462.2764,93216730.0,620.64746,-70294470.0,-468.0285,75897970.0,505.33722,19511560.0,129.91016,-15019271.0,76.75251,10725919.0,488287070.0,482201400.0,40.85168,390560580.0,390560580.0,65.78259,25702740.0,50478428.0,12476236.0,6085657.5,11853017.0,1336920.2,2104145.5,69.5076,111.210594,165.62102,6094239.5,113.787575
1509734800.0,584490700.0,189887790.0,136.96385,404955550.0,77.68895,243917280.0,75.02801,756378800.0,239595820.0,98.35654,566196100.0,753355900.0,14.151159,34.673065,64.047356,132.69931,50.100113,38807864.0,35.358906,971153660.0,884.8447,77204430.0,70.34307,-74101230.0,-67.51566,55265484.0,50.353897,145047500.0,132.15675,109754136.0,203.21362,93392470.0,1070912700.0,976532700.0,67.01569,851118000.0,851118000.0,70.543434,16881012.0,86140720.0,21125482.0,96839336.0,97201336.0,3808862.0,1267446.1,68.44072,82.60092,104.60407,92030510.0,103.88276
1442297600.0,354447420.0,283782850.0,33.39068,130152680.0,3.520161,297839170.0,16.31376,615390900.0,114497700.0,51.933456,12156010.0,826906700.0,6.108968,15.370324,30.698824,140.88133,42.6674,202231520.0,284.68393,921603260.0,1297.3529,92778970.0,130.60616,-97326230.0,-137.0074,59185560.0,83.316284,-28793072.0,-40.53238,71037210.0,-42.857193,89896000.0,763211500.0,645767900.0,35.728714,453806600.0,453806600.0,40.739094,36330308.0,138739740.0,10213634.0,127547160.0,119496450.0,25858518.0,6677575.0,34.92956,35.449245,14.1367855,93944090.0,20.927246
954032450.0,227050050.0,65106684.0,148.42445,193300690.0,631.4208,246425260.0,-1.5746496,763267600.0,145346340.0,192.60255,22190786.0,190764850.0,-18.684868,66.333305,125.17443,77.24664,80.004364,-132518870.0,-340.6756,633703700.0,1629.1068,50125344.0,128.86075,-90916270.0,-233.72485,91017930.0,233.9862,262348420.0,674.43756,38898844.0,199.59764,-49743504.0,855546500.0,911544260.0,64.06516,783519550.0,783519550.0,76.09045,39243892.0,42976880.0,21377068.0,-55997770.0,-55405310.0,1374589.1,26122164.0,50.371853,-384.74838,-384.7896,-50501640.0,-516.6209
545875400.0,165476430.0,72211910.0,-56.001644,49041212.0,4.914074,47995908.0,24.238728,132161950.0,36354070.0,74.289734,10578516.0,413713440.0,-9.4148445,-2.5256615,27.930761,214.38045,24.21101,-43659380.0,-46.766922,345427400.0,370.01385,46233350.0,49.5241,-49635700.0,-53.168617,36930110.0,39.558685,-60177.24,-0.06446047,-93355256.0,-279.6914,-33044686.0,280395170.0,308949400.0,89.79879,233081010.0,233081010.0,76.61981,11358991.0,59911720.0,3552639.8,-29679678.0,-33637068.0,200494.77,1045063.25,45.100136,-182.57204,-198.16534,-28476300.0,-193.11253
288877280.0,60835670.0,9202811.0,-11.687357,14785162.0,1086.1812,7372784.0,5738.858,161320370.0,7561480.5,506.5362,13435740.0,127556920.0,29.442188,23.147484,21.08128,76.84545,55.84391,9133613.0,749.94403,81293920.0,6674.893,3154893.0,259.04242,-5077487.0,-416.903,7045087.0,578.459,-5274032.0,-433.041,-1217906.0,-116.400604,12044970.0,102721870.0,71677260.0,-1.7670819,56605000.0,56605000.0,28.30359,3390009.8,3963827.8,5197639.0,11158573.0,11149463.0,-5080187.0,2520784.0,12.249901,-60.07789,-3.8089519,7709766.0,-1.0739385
182269180.0,42250740.0,36608876.0,293.98135,26019962.0,1086.1812,31760220.0,321.82672,70928470.0,10594651.0,159.88641,12964477.0,111340710.0,51.306015,24.89703,28.90421,215.82365,38.91413,22977622.0,273.0386,173186190.0,2057.9377,10313093.0,122.54848,-17629422.0,-209.487,15593423.0,185.29361,3067321.8,36.448383,8415521.0,1005.3345,26375640.0,152066370.0,131394880.0,22.86157,94721576.0,94721576.0,82.261,17831494.0,17451954.0,910090.75,20637230.0,29418766.0,2424653.2,1071968.5,45.40996,-14.190239,-17.463886,25970466.0,5462.9116
5596355000.0,964157100.0,791601200.0,29.299343,454516060.0,30.510498,2569079000.0,0.7926564,3738583600.0,100743960.0,-58.176453,113185920.0,1857771600.0,-5.0009384,1.9925501,5.8652444,155.5319,66.8039,-82041224.0,-272.1635,1554697000.0,5157.551,108216510.0,358.9974,38824736.0,128.79716,106746190.0,354.11975,73413670.0,243.54248,30144092.0,-17.653889,47516540.0,1743091500.0,1751865700.0,-3.2012196,1328707700.0,1328707700.0,-4.7010865,130036340.0,93687700.0,143276100.0,57239476.0,59324976.0,8006137.5,44272964.0,-9.196753,-48.612144,-39.5514,-9299505.0,-112.78175
122757384.0,34723030.0,46788084.0,75.10619,6144563.0,-28.835756,28065.76,-71.40298,137262540.0,10105063.0,0.7191856,6107019.0,-14505164.0,-306.41556,15.122093,37.806644,44.860355,111.816124,-17169760.0,-85.55684,15977132.0,79.613976,10608010.0,52.859665,841302.0,4.192204,12470138.0,62.13864,36396708.0,181.36464,20068250.0,1753.0409,-21217954.0,13374223.0,37336576.0,-15.628744,11931119.0,11931119.0,-11.27761,598682.8,18774082.0,856421.75,-23962354.0,-21532332.0,114187890.0,197044.75,-27.206514,6.2176113,18.864408,-23647904.0,8.18962
661669400.0,156819060.0,275156200.0,212.75354,36953836.0,-2.1906724,79380350.0,-3.5071974,170184880.0,35528540.0,10.947182,5184711.5,491484500.0,201.01756,68.787056,-25.598963,367.84796,25.720531,2176477.5,1.1627873,532435360.0,284.45465,36527600.0,19.514942,-78342480.0,-41.854626,44660496.0,23.859959,263343800.0,140.69196,187177600.0,496.94196,25630684.0,450751700.0,407880130.0,9.226741,344774180.0,344774180.0,11.247399,29864222.0,30726300.0,170662.7,40696560.0,39682950.0,10394323.0,2344768.0,10.21223,7.9494896,16.626871,29780024.0,20.26258
210171060.0,62311890.0,43857660.0,17.201292,77312870.0,101.52746,14775648.0,-35.2148,135997120.0,78975150.0,8.522012,4308594.5,74173940.0,69.19812,14.340334,-2.8406816,141.9672,64.707825,6224022.0,69.013176,118514104.0,1314.1078,5244515.5,58.15222,-426900.56,-4.7335577,464708.78,5.1527824,3221477.8,35.72038,9018599.0,1461.8971,21840436.0,189894260.0,164339330.0,-2.4876983,132420380.0,132420380.0,-8.620861,214635.16,17864802.0,1627896.9,25592744.0,25592744.0,3752309.0,6326348.0,2.9145436,60.10917,60.80529,21808298.0,58.583736
1646066700.0,365141540.0,368983650.0,-69.89893,173064020.0,-44.78729,288049570.0,-34.497883,616121150.0,134984370.0,-29.180464,3663200.5,1029945600.0,-33.278454,-59.672783,-75.72538,142.78221,37.4299,-88341680.0,-10.8446455,758083460.0,93.06079,136163440.0,16.715147,-773218900.0,-94.91878,51973740.0,6.380191,36949044.0,4.5357895,-814611100.0,-244.46822,-428028350.0,736955460.0,1195817700.0,-6.581009,641951040.0,641951040.0,-30.875286,76493750.0,171556690.0,1552909.6,-475638750.0,-474753300.0,-26099824.0,6546738.0,-40.943516,-2002.708,-14293.673,-325445980.0,-1643.127
