n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
1295455700.0,102968760.0,721612100.0,1230.0474,5415176.5,33.823624,171545070.0,100.086655,244831840.0,172682.8,-38.257595,2650285.2,1050623900.0,630.37537,360.98074,78.48197,427.41345,18.899282,1496769.4,0.224283,365711650.0,54.79996,25814288.0,3.868135,-277471460.0,-41.577633,134322830.0,20.127567,942029200.0,141.15811,667357500.0,3546.0876,61904184.0,341043680.0,271509900.0,4.226832,249409940.0,249409940.0,11.148377,10468441.0,10794963.0,-7162412.0,76080344.0,73590584.0,11686545.0,7998966.0,2.9073777,4.8206263,0.867655,59992420.0,5462.9116
6204093000.0,1679904600.0,2423808000.0,7.5829372,294966270.0,110.47629,621498430.0,21.724285,3473217800.0,442984740.0,34.391384,75691900.0,2730875000.0,78.01007,24.993761,1.2774346,119.93067,55.982685,278011460.0,566.5024,2626989800.0,5353.003,263497660.0,536.92773,-669185300.0,-1363.5952,400357060.0,815.80536,440248930.0,897.09283,49075070.0,-93.088135,91470480.0,2514708500.0,2456193000.0,30.559536,2216554500.0,2216554500.0,35.088047,42467260.0,92069590.0,74898210.0,56050190.0,111689700.0,8449787.0,18090132.0,35.381382,348.7195,423.20667,40020584.0,273.2338
863630900.0,246493490.0,83841440.0,-3.3771684,86377870.0,82.53459,277952030.0,-5.2457013,83983010.0,8570214.0,-54.3265,11177271.0,779647940.0,2.7404513,-4.1411247,-40.897095,661.4421,9.72441,14785075.0,504.5356,198492270.0,6773.481,42370790.0,1445.8888,17804220.0,607.5629,2072247.0,70.71472,-35519730.0,-1212.0986,-2930432.2,97.07396,24218536.0,197829500.0,187481730.0,4.886295,155410960.0,155410960.0,1.7790183,4614121.5,24171782.0,651115.94,25556018.0,25155704.0,937167.3,2633756.0,-7.6470675,7.654626,19.53881,3557659.8,-88.58824
1013827500.0,605953540.0,62363972.0,293.98135,37976132.0,1086.1812,78400560.0,321.82672,567029700.0,42001650.0,159.88641,7178731.0,446797820.0,51.306015,24.89703,28.90421,47.47807,55.9296,90655040.0,670.3426,571404740.0,4225.214,37223908.0,275.2497,-210687060.0,-1557.9113,210687060.0,1557.9113,106501150.0,787.5156,-13523688.0,1005.3345,53555604.0,576857540.0,523944640.0,22.86157,472350430.0,472350430.0,82.261,14954228.0,16663912.0,19699216.0,52912870.0,53914404.0,358801.0,117034.49,45.40996,-14.190239,-17.463886,49107108.0,5462.9116
173746850.0,57791196.0,865146.75,-50.420593,21381032.0,-32.989094,9547409.0,-65.22865,121508220.0,5269056.5,16.648203,4067519.5,52238630.0,-56.241833,-34.36704,14.392037,134.57375,69.93406,-304703.5,-35.096214,16336658.0,1881.6813,6012359.0,692.51263,-423458.8,-48.77463,243458.8,28.041956,-140032.48,-16.129154,-868194.75,-175.562,-76172330.0,15680704.0,60916244.0,99.289,11771802.0,11771802.0,-56.383293,2834271.8,41613400.0,4573269.0,-45121140.0,-83082070.0,114187890.0,123501.41,-54.50697,-2503.0056,-4245.675,-7807301.5,-466.41364
649338100.0,280549500.0,68128700.0,27.059309,37562504.0,1086.1812,30946838.0,-21.541693,216302020.0,32525214.0,-23.531706,7079853.5,433036100.0,21.185654,11.159436,0.82040304,227.80421,33.311153,-51121640.0,-352.34204,177417440.0,1222.8015,14266758.0,98.32976,49748510.0,342.8781,13475514.0,92.87633,15882224.0,109.46392,14509095.0,-71.130875,56540710.0,163011700.0,154151250.0,13.910488,140283760.0,140283760.0,15.066195,490582.12,7004859.0,5465257.5,62934280.0,66660170.0,10119458.0,906799.0,4.0315104,173.79138,145.5256,4099486.2,-78.25538
30077164000.0,11952348000.0,3442944500.0,-2.7756653,141733070.0,103.363304,2230783000.0,11.187407,23148829000.0,2132091400.0,24.322933,429828830.0,6928334000.0,16.199667,21.929363,23.755745,57.63783,76.964806,3245565400.0,554.43964,25811153000.0,4409.3164,2051623000.0,350.47858,-4877608400.0,-833.2414,4164712400.0,711.4574,1048037950.0,179.03622,-585377600.0,-181.41011,1150584200.0,30699074000.0,29219630000.0,89.077515,27345811000.0,27345811000.0,96.04628,251047700.0,516031360.0,835237800.0,1438662700.0,1418626700.0,307615780.0,147690850.0,81.62308,-7.6019664,-0.71245784,1086480300.0,-9.732708
1431695100.0,150852400.0,229167360.0,11.708347,318506340.0,6.2862444,234477250.0,0.3431106,895803970.0,163807570.0,5.338644,52774424.0,535891140.0,5.6252017,2.959389,1.3437818,128.24693,62.569466,91042370.0,379.03632,827181760.0,3443.8025,35859836.0,149.29512,24088716.0,100.28845,12613390.0,52.513275,-91008070.0,-378.89352,24019432.0,138.01883,21791590.0,750168000.0,736340700.0,-10.080946,631240500.0,631240500.0,-11.783146,14211458.0,54187430.0,36074704.0,26061620.0,39359070.0,9427147.0,626518.8,-11.072751,-53.306095,-50.312096,20851762.0,-34.740276
7282971000.0,5628064000.0,710649660.0,69.158936,8240621.0,1086.1812,8870330.0,14901.657,995412500.0,53400972.0,127.75593,1001310.0,6287558700.0,39.2579,16.103676,-22.320333,232.37164,13.66767,715403000.0,280.24808,1440432300.0,564.2671,86362776.0,33.831284,-834014200.0,-326.7122,837828000.0,328.20618,373886100.0,146.46411,255274900.0,74.3103,475309800.0,1401352200.0,730205600.0,91.82991,552068600.0,552068600.0,140.98831,5997793.0,105192500.0,6420174.0,670402800.0,675890300.0,197748200.0,60526496.0,76.81016,59.130615,21.447693,470988260.0,27.258373
1977505800.0,1167550600.0,247368210.0,30.15524,42121772.0,-12.238234,385203040.0,-29.95957,992369700.0,254146620.0,-23.433544,16564879.0,985136000.0,-7.99477,-7.407768,-6.817589,74.700455,50.1829,261153330.0,455.67014,2901797400.0,5063.165,34029056.0,59.37517,-142286720.0,-248.26721,142457570.0,248.5653,-62738850.0,-109.46909,57311924.0,211.15062,-85603140.0,2440695000.0,2541016600.0,18.266811,2460155000.0,2460155000.0,18.004082,15651528.0,27502898.0,37707170.0,-85380584.0,-85603140.0,114187890.0,171832620.0,11.806244,-277.90814,-360.95538,-89367100.0,-339.63297
1019619800.0,188693220.0,133178820.0,-17.349396,131017690.0,-6.1804867,195038910.0,-32.7944,601656770.0,272268100.0,1.3577515,76781090.0,417962980.0,-33.45734,-16.370739,1.7857342,96.01131,59.007954,-62564376.0,-223.79668,667732300.0,2388.52,81547020.0,291.6988,50671828.0,181.25629,14988394.0,53.614418,-15788320.0,-56.475807,-27955900.0,-480.43228,-277815580.0,925284600.0,1236004600.0,11.436951,858275700.0,858275700.0,-7.283799,44360336.0,108019704.0,11924920.0,-282793200.0,-276953760.0,881830.94,4006741.0,-9.948167,-267.8128,-324.08633,-298162750.0,-263.71515
2062928000.0,656914400.0,435135140.0,145.0714,162210300.0,-2.6208534,302659100.0,11.551203,632197250.0,145477380.0,-23.682648,16174914.0,1430730800.0,39.34676,29.889938,11.697292,165.52992,30.64563,251070200.0,97.47244,1360858800.0,528.32324,128398920.0,49.848038,-281086300.0,-109.12553,347497730.0,134.9083,287596800.0,111.65308,257580700.0,986.7878,116138680.0,1096841100.0,961931300.0,-15.736086,823969340.0,823969340.0,-17.21853,41777732.0,107412670.0,-17720016.0,154237230.0,186483150.0,56429176.0,6491593.0,-10.825909,23.308641,-17.285686,112649816.0,-18.43916
7652589000.0,2865091300.0,1028550850.0,48.968834,533801730.0,83.00398,1303081700.0,32.8689,3576248800.0,1596676600.0,47.520226,253463250.0,4076340500.0,36.403046,59.45174,96.775955,132.00056,46.732533,889380600.0,263.04953,5808138000.0,1717.8563,426585120.0,126.16985,-1657311500.0,-490.17822,1664391800.0,492.27237,1107866500.0,327.67047,338103840.0,529.03577,1081228300.0,6518319000.0,5460490000.0,23.87611,5164841000.0,5164841000.0,33.757298,274773800.0,125291544.0,13761005.0,1078189800.0,1243696100.0,161142340.0,157605140.0,21.361206,12.876096,45.499763,1064612200.0,41.128044
432495460.0,56065828.0,77203190.0,-44.313507,12259548.0,11.482191,75045464.0,81.037735,75469390.0,3737312.8,-26.169083,13890292.0,357026080.0,1.5932353,-4.2749457,-24.818619,368.72818,17.449753,18254722.0,29.713491,240886560.0,392.09476,28277484.0,46.027695,-30486584.0,-49.623478,26165350.0,42.589737,-49196416.0,-80.07776,-61435810.0,-1448.9307,15067646.0,217189390.0,199883120.0,-6.679481,163778850.0,163778850.0,-10.653779,18482166.0,17280326.0,-1983047.4,19164906.0,22676652.0,7268050.5,1460732.2,-4.131818,-2.6600008,5.2405295,10053921.0,3.5614154
298458660.0,112124904.0,17227156.0,-37.15858,49007130.0,31.417732,29205498.0,-6.297226,1815348000.0,27209418.0,-8.892763,2341200.0,-1516889300.0,-3.2742846,-21.103874,-1.7184833,14.080529,608.241,13695335.0,134.4454,160524690.0,1575.8508,13746709.0,134.94972,-4005720.5,-39.323658,7747060.0,76.051926,-19876156.0,-195.12175,-10186541.0,-139.86047,-47938996.0,142606800.0,205974030.0,60.6731,126052340.0,126052340.0,97.52107,6487122.0,40727276.0,32545506.0,-55518100.0,-47598308.0,-536378.9,161794.36,84.561806,-1542.0974,-520.84283,-58441732.0,-32.05784
2717402400.0,12852013.0,905686000.0,2496.4534,115999740.0,2753.657,45105320.0,321.82672,1182968300.0,12029151.0,18170.248,19207440.0,1534434000.0,6045.4214,1615.6228,786.6309,120.09595,43.533054,-9018083.0,-1.0356038,22707036.0,2.6075933,2857279.0,0.3281195,-505075650.0,-58.001045,3648.0,0.000418923,1384898000.0,159.03665,870804400.0,8147.6,-980283.44,19433604.0,22224986.0,-69.5235,4555328.0,4555328.0,-92.96295,845790.9,11945652.0,1055810.5,-2598849.8,-2602822.2,-1486929.4,617079.5,-73.73791,-342.05,-179.71622,-3046365.5,-685.49347
2468506400.0,1286493700.0,542149000.0,5.2043405,20738426.0,7.128343,149350370.0,235.64587,518733100.0,33588576.0,-0.68269855,29730786.0,1949773200.0,7.9455266,11.944519,30.054186,268.27597,21.014048,269264450.0,1003.9875,1073313700.0,4001.9897,179309230.0,668.57776,-265458540.0,-989.7967,229374510.0,855.2527,23013604.0,85.80921,26819502.0,122.23526,196248210.0,1065500350.0,890548500.0,15.803022,632116300.0,632116300.0,16.225393,65862040.0,133366310.0,8076072.5,165824580.0,229874100.0,38935324.0,46786040.0,7.229494,-26.059156,3.558875,140834340.0,-25.991554
214381540.0,68561480.0,14062198.0,-17.197815,482050.5,-95.48852,41116796.0,-5.9319954,2021413900.0,135329890.0,-6.406502,18086124.0,-1807032300.0,2.1838222,-24.14257,-5.097355,4.322353,942.90485,-2591980.0,-88.74563,161272080.0,5521.7217,18456590.0,631.9268,-277032.47,-9.4851885,284539.47,9.742217,188411150.0,12.808254,-2920684.8,67.57949,63036240.0,234601310.0,299249800.0,22.946712,230244830.0,230244830.0,2.3719792,5542242.0,16217410.0,35273004.0,-65985090.0,72885800.0,9849555.0,175378.6,0.8928178,-447.76538,624.7518,-75834640.0,35.175983
1409692000.0,587602200.0,259903820.0,-41.18867,173346500.0,34.349205,178188130.0,11.523985,1301461000.0,137629710.0,-15.158304,29698694.0,108231030.0,-54.833267,-11.540485,-3.8785636,57.108658,92.322365,-70612970.0,-79.4669,609616640.0,686.0545,59309724.0,66.74638,-34375696.0,-38.685955,36845292.0,41.465206,16130328.0,18.152859,-88858340.0,-54.129314,-107013490.0,622898240.0,735217150.0,-19.20084,626116700.0,626116700.0,-17.149988,6222032.5,26334742.0,49394760.0,-111071030.0,-107013490.0,114187890.0,652921.1,12.175616,-613.81055,-700.04333,-111377170.0,68.2942
2711027700.0,894366600.0,1118516200.0,55.698017,19545292.0,221.22212,15586115.0,-70.02396,1840818200.0,205161230.0,13.662447,689451260.0,870209500.0,13.705145,20.622637,24.194407,134.19528,67.90112,546438140.0,136.56584,937731900.0,234.35799,44528450.0,11.1285515,-112498380.0,-28.1156,112840780.0,28.201172,-33811756.0,-8.450235,400128000.0,1223.5254,138684590.0,582009600.0,411224540.0,14.577942,362801660.0,362801660.0,11.424333,2101092.2,31352746.0,-13280016.0,170785060.0,184007070.0,45306950.0,26637508.0,17.875275,26.651354,25.912607,128771270.0,28.026651
9079313000.0,2085675000.0,664967230.0,20.976713,46391884.0,10.815148,787821060.0,-1.511057,5446701600.0,2844797200.0,19.98859,391841200.0,3632611300.0,5.4752927,12.549901,17.820473,71.98824,59.990242,-863773760.0,-749.1419,4624297500.0,4010.6047,604010900.0,523.85236,1297771600.0,1125.5437,493888740.0,428.3445,-318667070.0,-276.37662,115301750.0,167.23663,299682370.0,9891240000.0,10887547000.0,16.341722,9348557000.0,9348557000.0,17.314693,587820400.0,607550600.0,54635184.0,294907170.0,338989200.0,36755744.0,194867260.0,15.453659,86.52489,75.80179,255749550.0,69.26133
5048852000.0,1029617860.0,1577229700.0,6.950254,1290778600.0,64.70922,661540100.0,-4.1566825,2005557900.0,951291700.0,16.806612,41877400.0,3043294000.0,7.281941,13.619149,24.806217,190.0223,39.72305,569981200.0,720.5195,3909932800.0,4942.589,595883200.0,753.2625,-227799070.0,-287.96332,301667500.0,381.3412,-287072100.0,-362.891,79106980.0,-70.42273,371649400.0,4257924400.0,3943834400.0,34.15849,3184403700.0,3184403700.0,28.751987,126116760.0,505648740.0,-100316540.0,314818460.0,427941000.0,69372940.0,28097042.0,30.965212,0.9596335,29.003439,351540670.0,32.907936
4057135000.0,1691250300.0,486674880.0,13.643434,238082270.0,4.9596863,199230690.0,-21.299812,1540573200.0,261338370.0,-7.5005894,35691080.0,2516562000.0,4.553672,0.4341736,-5.3160458,83.49586,37.971947,332907800.0,1714.3392,1221168900.0,6288.5205,155747280.0,802.03485,-107379690.0,-552.9615,162825650.0,838.48553,-215402990.0,-1109.2374,19419016.0,-91.436905,107283140.0,1456688800.0,1350123000.0,22.48455,967160800.0,967160800.0,19.849104,146638580.0,164562200.0,46274100.0,106520904.0,123067760.0,15784624.0,12753520.0,44.167194,211.24147,255.85457,93659960.0,237.1913
979658300.0,433225060.0,132293610.0,16.209074,168999520.0,67.8035,71792376.0,-8.435719,575297700.0,48322012.0,-30.536592,7984464.0,404360580.0,16.727894,4.266279,-3.0114563,85.29254,58.724327,46830276.0,253.66699,429693730.0,2327.5354,34502196.0,186.88911,5476951.0,29.66717,13107779.0,71.00131,-33845908.0,-183.33417,18461320.0,-29.610527,19631658.0,395268000.0,363399460.0,-7.5551124,285383170.0,285383170.0,-6.9941373,27426460.0,31305784.0,15415379.0,32197800.0,28288374.0,9019805.0,3301084.0,1.395141,162.58131,45.106155,23669652.0,507.6151
4266834200.0,694843500.0,539455100.0,37.998985,445845440.0,77.079414,1586811000.0,-12.147636,3558812000.0,1566772200.0,41.109287,238886860.0,708022100.0,-48.270702,-0.52207917,21.85538,93.63374,83.40638,154837420.0,235.52019,4987415600.0,7586.2607,478211840.0,727.39874,-155337060.0,-236.28017,107554760.0,163.59944,67146690.0,102.13552,65742740.0,111.15551,-658050500.0,4809283600.0,5504479700.0,8.217011,4236815400.0,4236815400.0,5.999179,716173760.0,516108030.0,30788200.0,-668684200.0,-664358300.0,2850171.2,4594179.0,-4.85222,-50999.34,-6351.4614,-697259000.0,-21174.615
